Id,Outcome Type
3182,Adoption
3183,Adoption
3184,Return to Owner
3185,Adoption
3186,Adoption
3187,Adoption
3188,Return to Owner
3189,Adoption
3190,Adoption
3191,Adoption
3192,Transfer
3193,Adoption
3194,Transfer
3195,Adoption
3196,Return to Owner
3197,Adoption
3198,Adoption
3199,Adoption
3200,Transfer
3201,Adoption
3202,Adoption
3203,Euthanasia
3204,Adoption
3205,Transfer
3206,Return to Owner
3207,Adoption
3208,Adoption
3209,Adoption
3210,Return to Owner
3211,Transfer
3212,Adoption
3213,Transfer
3214,Adoption
3215,Return to Owner
3216,Adoption
3217,Adoption
3218,Adoption
3219,Adoption
3220,Transfer
3221,Return to Owner
3222,Return to Owner
3223,Adoption
3224,Transfer
3225,Transfer
3226,Transfer
3227,Transfer
3228,Adoption
3229,Adoption
3230,Adoption
3231,Adoption
3232,Adoption
3233,Adoption
3234,Adoption
3235,Return to Owner
3236,Transfer
3237,Adoption
3238,Return to Owner
3239,Transfer
3240,Adoption
3241,Adoption
3242,Transfer
3243,Transfer
3244,Adoption
3245,Adoption
3246,Adoption
3247,Adoption
3248,Adoption
3249,Transfer
3250,Transfer
3251,Return to Owner
3252,Adoption
3253,Adoption
3254,Return to Owner
3255,Adoption
3256,Transfer
3257,Adoption
3258,Adoption
3259,Transfer
3260,Adoption
3261,Transfer
3262,Adoption
3263,Transfer
3264,Adoption
3265,Adoption
3266,Adoption
3267,Adoption
3268,Return to Owner
3269,Adoption
3270,Adoption
3271,Return to Owner
3272,Adoption
3273,Adoption
3274,Adoption
3275,Transfer
3276,Adoption
3277,Return to Owner
3278,Adoption
3279,Adoption
3280,Adoption
3281,Adoption
3282,Adoption
3283,Euthanasia
3284,Adoption
3285,Transfer
3286,Adoption
3287,Adoption
3288,Adoption
3289,Transfer
3290,Return to Owner
3291,Return to Owner
3292,Adoption
3293,Transfer
3294,Transfer
3295,Adoption
3296,Transfer
3297,Adoption
3298,Adoption
3299,Transfer
3300,Adoption
3301,Adoption
3302,Adoption
3303,Adoption
3304,Adoption
3305,Adoption
3306,Adoption
3307,Transfer
3308,Adoption
3309,Return to Owner
3310,Return to Owner
3311,Return to Owner
3312,Adoption
3313,Adoption
3314,Adoption
3315,Adoption
3316,Adoption
3317,Adoption
3318,Adoption
3319,Adoption
3320,Transfer
3321,Adoption
3322,Return to Owner
3323,Return to Owner
3324,Transfer
3325,Adoption
3326,Adoption
3327,Adoption
3328,Adoption
3329,Transfer
3330,Adoption
3331,Adoption
3332,Return to Owner
3333,Adoption
3334,Adoption
3335,Adoption
3336,Return to Owner
3337,Adoption
3338,Adoption
3339,Adoption
3340,Adoption
3341,Adoption
3342,Adoption
3343,Transfer
3344,Adoption
3345,Adoption
3346,Adoption
3347,Transfer
3348,Transfer
3349,Adoption
3350,Adoption
3351,Return to Owner
3352,Transfer
3353,Return to Owner
3354,Adoption
3355,Adoption
3356,Adoption
3357,Transfer
3358,Adoption
3359,Adoption
3360,Adoption
3361,Transfer
3362,Adoption
3363,Return to Owner
3364,Transfer
3365,Transfer
3366,Adoption
3367,Transfer
3368,Adoption
3369,Adoption
3370,Return to Owner
3371,Transfer
3372,Adoption
3373,Adoption
3374,Adoption
3375,Adoption
3376,Adoption
3377,Adoption
3378,Adoption
3379,Adoption
3380,Adoption
3381,Transfer
3382,Adoption
3383,Return to Owner
3384,Adoption
3385,Transfer
3386,Adoption
3387,Adoption
3388,Adoption
3389,Adoption
3390,Adoption
3391,Adoption
3392,Return to Owner
3393,Adoption
3394,Adoption
3395,Return to Owner
3396,Adoption
3397,Adoption
3398,Adoption
3399,Return to Owner
3400,Return to Owner
3401,Adoption
3402,Adoption
3403,Return to Owner
3404,Adoption
3405,Transfer
3406,Adoption
3407,Adoption
3408,Adoption
3409,Adoption
3410,Adoption
3411,Return to Owner
3412,Adoption
3413,Adoption
3414,Transfer
3415,Adoption
3416,Adoption
3417,Adoption
3418,Adoption
3419,Adoption
3420,Adoption
3421,Adoption
3422,Transfer
3423,Transfer
3424,Adoption
3425,Adoption
3426,Adoption
3427,Return to Owner
3428,Transfer
3429,Adoption
3430,Return to Owner
3431,Adoption
3432,Adoption
3433,Adoption
3434,Adoption
3435,Adoption
3436,Return to Owner
3437,Adoption
3438,Return to Owner
3439,Adoption
3440,Transfer
3441,Adoption
3442,Adoption
3443,Adoption
3444,Adoption
3445,Transfer
3446,Adoption
3447,Adoption
3448,Transfer
3449,Adoption
3450,Transfer
3451,Return to Owner
3452,Adoption
3453,Adoption
3454,Return to Owner
3455,Adoption
3456,Adoption
3457,Adoption
3458,Adoption
3459,Adoption
3460,Transfer
3461,Adoption
3462,Adoption
3463,Adoption
3464,Adoption
3465,Adoption
3466,Transfer
3467,Return to Owner
3468,Transfer
3469,Adoption
3470,Transfer
3471,Adoption
3472,Adoption
3473,Transfer
3474,Adoption
3475,Adoption
3476,Transfer
3477,Adoption
3478,Transfer
3479,Return to Owner
3480,Adoption
3481,Return to Owner
3482,Transfer
3483,Adoption
3484,Transfer
3485,Adoption
3486,Adoption
3487,Adoption
3488,Transfer
3489,Adoption
3490,Adoption
3491,Transfer
3492,Adoption
3493,Adoption
3494,Adoption
3495,Transfer
3496,Transfer
3497,Adoption
3498,Adoption
3499,Transfer
3500,Adoption
3501,Adoption
3502,Transfer
3503,Adoption
3504,Transfer
3505,Transfer
3506,Adoption
3507,Adoption
3508,Adoption
3509,Adoption
3510,Return to Owner
3511,Adoption
3512,Transfer
3513,Adoption
3514,Return to Owner
3515,Adoption
3516,Adoption
3517,Adoption
3518,Adoption
3519,Adoption
3520,Adoption
3521,Adoption
3522,Adoption
3523,Adoption
3524,Transfer
3525,Adoption
3526,Adoption
3527,Adoption
3528,Adoption
3529,Adoption
3530,Adoption
3531,Transfer
3532,Adoption
3533,Adoption
3534,Adoption
3535,Adoption
3536,Adoption
3537,Adoption
3538,Adoption
3539,Adoption
3540,Return to Owner
3541,Adoption
3542,Transfer
3543,Adoption
3544,Transfer
3545,Adoption
3546,Adoption
3547,Adoption
3548,Adoption
3549,Adoption
3550,Transfer
3551,Adoption
3552,Adoption
3553,Transfer
3554,Adoption
3555,Return to Owner
3556,Transfer
3557,Adoption
3558,Return to Owner
3559,Return to Owner
3560,Adoption
3561,Adoption
3562,Adoption
3563,Adoption
3564,Return to Owner
3565,Return to Owner
3566,Adoption
3567,Adoption
3568,Adoption
3569,Adoption
3570,Transfer
3571,Return to Owner
3572,Adoption
3573,Adoption
3574,Adoption
3575,Transfer
3576,Return to Owner
3577,Adoption
3578,Adoption
3579,Adoption
3580,Return to Owner
3581,Adoption
3582,Adoption
3583,Transfer
3584,Adoption
3585,Transfer
3586,Transfer
3587,Adoption
3588,Adoption
3589,Adoption
3590,Adoption
3591,Transfer
3592,Transfer
3593,Transfer
3594,Adoption
3595,Adoption
3596,Adoption
3597,Adoption
3598,Return to Owner
3599,Adoption
3600,Return to Owner
3601,Transfer
3602,Adoption
3603,Adoption
3604,Adoption
3605,Return to Owner
3606,Adoption
3607,Adoption
3608,Adoption
3609,Transfer
3610,Return to Owner
3611,Adoption
3612,Transfer
3613,Adoption
3614,Transfer
3615,Return to Owner
3616,Adoption
3617,Adoption
3618,Adoption
3619,Adoption
3620,Adoption
3621,Adoption
3622,Adoption
3623,Transfer
3624,Adoption
3625,Adoption
3626,Return to Owner
3627,Return to Owner
3628,Adoption
3629,Return to Owner
3630,Adoption
3631,Return to Owner
3632,Adoption
3633,Adoption
3634,Adoption
3635,Return to Owner
3636,Adoption
3637,Adoption
3638,Adoption
3639,Adoption
3640,Transfer
3641,Transfer
3642,Adoption
3643,Return to Owner
3644,Return to Owner
3645,Return to Owner
3646,Adoption
3647,Adoption
3648,Transfer
3649,Transfer
3650,Transfer
3651,Adoption
3652,Return to Owner
3653,Return to Owner
3654,Adoption
3655,Adoption
3656,Return to Owner
3657,Euthanasia
3658,Transfer
3659,Transfer
3660,Transfer
3661,Transfer
3662,Transfer
3663,Adoption
3664,Return to Owner
3665,Adoption
3666,Adoption
3667,Adoption
3668,Adoption
3669,Adoption
3670,Transfer
3671,Adoption
3672,Adoption
3673,Transfer
3674,Return to Owner
3675,Return to Owner
3676,Adoption
3677,Adoption
3678,Adoption
3679,Adoption
3680,Adoption
3681,Return to Owner
3682,Return to Owner
3683,Adoption
3684,Adoption
3685,Euthanasia
3686,Adoption
3687,Adoption
3688,Adoption
3689,Return to Owner
3690,Adoption
3691,Adoption
3692,Adoption
3693,Return to Owner
3694,Return to Owner
3695,Adoption
3696,Adoption
3697,Adoption
3698,Return to Owner
3699,Return to Owner
3700,Adoption
3701,Adoption
3702,Euthanasia
3703,Adoption
3704,Return to Owner
3705,Transfer
3706,Transfer
3707,Euthanasia
3708,Return to Owner
3709,Adoption
3710,Adoption
3711,Transfer
3712,Return to Owner
3713,Transfer
3714,Return to Owner
3715,Adoption
3716,Adoption
3717,Adoption
3718,Transfer
3719,Return to Owner
3720,Return to Owner
3721,Adoption
3722,Adoption
3723,Transfer
3724,Adoption
3725,Transfer
3726,Adoption
3727,Transfer
3728,Transfer
3729,Adoption
3730,Adoption
3731,Return to Owner
3732,Return to Owner
3733,Euthanasia
3734,Transfer
3735,Adoption
3736,Adoption
3737,Adoption
3738,Return to Owner
3739,Transfer
3740,Adoption
3741,Transfer
3742,Adoption
3743,Transfer
3744,Adoption
3745,Adoption
3746,Return to Owner
3747,Adoption
3748,Adoption
3749,Adoption
3750,Adoption
3751,Adoption
3752,Adoption
3753,Adoption
3754,Return to Owner
3755,Adoption
3756,Adoption
3757,Adoption
3758,Return to Owner
3759,Return to Owner
3760,Return to Owner
3761,Adoption
3762,Transfer
3763,Adoption
3764,Return to Owner
3765,Return to Owner
3766,Return to Owner
3767,Return to Owner
3768,Return to Owner
3769,Transfer
3770,Adoption
3771,Adoption
3772,Transfer
3773,Adoption
3774,Transfer
3775,Adoption
3776,Adoption
3777,Transfer
3778,Transfer
3779,Adoption
3780,Adoption
3781,Adoption
3782,Return to Owner
3783,Adoption
3784,Adoption
3785,Return to Owner
3786,Adoption
3787,Adoption
3788,Transfer
3789,Transfer
3790,Adoption
3791,Return to Owner
3792,Adoption
3793,Transfer
3794,Adoption
3795,Transfer
3796,Adoption
3797,Return to Owner
3798,Return to Owner
3799,Adoption
3800,Transfer
3801,Adoption
3802,Transfer
3803,Return to Owner
3804,Adoption
3805,Transfer
3806,Adoption
3807,Return to Owner
3808,Return to Owner
3809,Adoption
3810,Transfer
3811,Transfer
3812,Return to Owner
3813,Adoption
3814,Return to Owner
3815,Transfer
3816,Transfer
3817,Adoption
3818,Adoption
3819,Return to Owner
3820,Adoption
3821,Adoption
3822,Adoption
3823,Adoption
3824,Adoption
3825,Transfer
3826,Adoption
3827,Adoption
3828,Adoption
3829,Adoption
3830,Adoption
3831,Return to Owner
3832,Return to Owner
3833,Adoption
3834,Transfer
3835,Adoption
3836,Adoption
3837,Adoption
3838,Adoption
3839,Euthanasia
3840,Adoption
3841,Adoption
3842,Transfer
3843,Adoption
3844,Adoption
3845,Adoption
3846,Adoption
3847,Transfer
3848,Transfer
3849,Adoption
3850,Transfer
3851,Transfer
3852,Return to Owner
3853,Adoption
3854,Adoption
3855,Adoption
3856,Transfer
3857,Adoption
3858,Transfer
3859,Adoption
3860,Adoption
3861,Adoption
3862,Adoption
3863,Transfer
3864,Adoption
3865,Adoption
3866,Adoption
3867,Adoption
3868,Adoption
3869,Return to Owner
3870,Adoption
3871,Adoption
3872,Adoption
3873,Adoption
3874,Adoption
3875,Adoption
3876,Adoption
3877,Transfer
3878,Adoption
3879,Transfer
3880,Adoption
3881,Adoption
3882,Adoption
3883,Return to Owner
3884,Adoption
3885,Adoption
3886,Transfer
3887,Adoption
3888,Adoption
3889,Adoption
3890,Adoption
3891,Adoption
3892,Adoption
3893,Adoption
3894,Adoption
3895,Transfer
3896,Transfer
3897,Adoption
3898,Adoption
3899,Adoption
3900,Adoption
3901,Adoption
3902,Adoption
3903,Return to Owner
3904,Return to Owner
3905,Adoption
3906,Euthanasia
3907,Adoption
3908,Return to Owner
3909,Adoption
3910,Adoption
3911,Adoption
3912,Return to Owner
3913,Return to Owner
3914,Transfer
3915,Return to Owner
3916,Adoption
3917,Adoption
3918,Return to Owner
3919,Adoption
3920,Transfer
3921,Adoption
3922,Adoption
3923,Adoption
3924,Return to Owner
3925,Adoption
3926,Adoption
3927,Adoption
3928,Adoption
3929,Adoption
3930,Adoption
3931,Transfer
3932,Adoption
3933,Adoption
3934,Adoption
3935,Adoption
3936,Return to Owner
3937,Adoption
3938,Adoption
3939,Adoption
3940,Transfer
3941,Adoption
3942,Adoption
3943,Adoption
3944,Adoption
3945,Adoption
3946,Return to Owner
3947,Adoption
3948,Adoption
3949,Adoption
3950,Adoption
3951,Adoption
3952,Transfer
3953,Adoption
3954,Return to Owner
3955,Adoption
3956,Adoption
3957,Adoption
3958,Adoption
3959,Transfer
3960,Adoption
3961,Adoption
3962,Return to Owner
3963,Adoption
3964,Adoption
3965,Adoption
3966,Adoption
3967,Return to Owner
3968,Adoption
3969,Adoption
3970,Adoption
3971,Adoption
3972,Adoption
3973,Adoption
3974,Return to Owner
3975,Transfer
3976,Transfer
3977,Return to Owner
3978,Adoption
3979,Adoption
3980,Adoption
3981,Adoption
3982,Adoption
3983,Adoption
3984,Adoption
3985,Adoption
3986,Adoption
3987,Adoption
3988,Transfer
3989,Adoption
3990,Adoption
3991,Adoption
3992,Adoption
3993,Adoption
3994,Return to Owner
3995,Adoption
3996,Adoption
3997,Adoption
3998,Adoption
3999,Transfer
4000,Transfer
4001,Return to Owner
4002,Return to Owner
4003,Adoption
4004,Return to Owner
4005,Adoption
4006,Return to Owner
4007,Adoption
4008,Adoption
4009,Adoption
4010,Adoption
4011,Transfer
4012,Adoption
4013,Adoption
4014,Return to Owner
4015,Transfer
4016,Adoption
4017,Adoption
4018,Adoption
4019,Adoption
4020,Adoption
4021,Transfer
4022,Adoption
4023,Adoption
4024,Adoption
4025,Adoption
4026,Adoption
4027,Adoption
4028,Adoption
4029,Adoption
4030,Adoption
4031,Adoption
4032,Adoption
4033,Transfer
4034,Return to Owner
4035,Adoption
4036,Transfer
4037,Adoption
4038,Adoption
4039,Adoption
4040,Adoption
4041,Return to Owner
4042,Adoption
4043,Transfer
4044,Adoption
4045,Transfer
4046,Adoption
4047,Transfer
4048,Transfer
4049,Adoption
4050,Adoption
4051,Transfer
4052,Adoption
4053,Adoption
4054,Return to Owner
4055,Adoption
4056,Adoption
4057,Transfer
4058,Transfer
4059,Transfer
4060,Adoption
4061,Adoption
4062,Return to Owner
4063,Adoption
4064,Transfer
4065,Adoption
4066,Return to Owner
4067,Return to Owner
4068,Return to Owner
4069,Adoption
4070,Adoption
4071,Transfer
4072,Adoption
4073,Transfer
4074,Transfer
4075,Adoption
4076,Adoption
4077,Transfer
4078,Adoption
4079,Return to Owner
4080,Adoption
4081,Transfer
4082,Return to Owner
4083,Transfer
4084,Transfer
4085,Return to Owner
4086,Adoption
4087,Adoption
4088,Return to Owner
4089,Transfer
4090,Adoption
4091,Adoption
4092,Return to Owner
4093,Adoption
4094,Transfer
4095,Adoption
4096,Transfer
4097,Adoption
4098,Adoption
4099,Transfer
4100,Transfer
4101,Adoption
4102,Adoption
4103,Adoption
4104,Adoption
4105,Adoption
4106,Adoption
4107,Adoption
4108,Transfer
4109,Adoption
4110,Return to Owner
4111,Adoption
4112,Adoption
4113,Adoption
4114,Adoption
4115,Adoption
4116,Adoption
4117,Transfer
4118,Adoption
4119,Adoption
4120,Adoption
4121,Adoption
4122,Adoption
4123,Adoption
4124,Adoption
4125,Adoption
4126,Return to Owner
4127,Adoption
4128,Adoption
4129,Adoption
4130,Return to Owner
4131,Return to Owner
4132,Adoption
4133,Adoption
4134,Adoption
4135,Return to Owner
4136,Adoption
4137,Adoption
4138,Adoption
4139,Adoption
4140,Return to Owner
4141,Adoption
4142,Adoption
4143,Adoption
4144,Transfer
4145,Transfer
4146,Transfer
4147,Transfer
4148,Return to Owner
4149,Adoption
4150,Adoption
4151,Transfer
4152,Return to Owner
4153,Transfer
4154,Adoption
4155,Adoption
4156,Adoption
4157,Adoption
4158,Adoption
4159,Transfer
4160,Return to Owner
4161,Return to Owner
4162,Return to Owner
4163,Adoption
4164,Return to Owner
4165,Adoption
4166,Adoption
4167,Adoption
4168,Return to Owner
4169,Return to Owner
4170,Adoption
4171,Transfer
4172,Transfer
4173,Return to Owner
4174,Adoption
4175,Adoption
4176,Adoption
4177,Transfer
4178,Adoption
4179,Adoption
4180,Transfer
4181,Euthanasia
4182,Adoption
4183,Adoption
4184,Adoption
4185,Return to Owner
4186,Euthanasia
4187,Return to Owner
4188,Transfer
4189,Adoption
4190,Transfer
4191,Adoption
4192,Transfer
4193,Return to Owner
4194,Adoption
4195,Adoption
4196,Transfer
4197,Return to Owner
4198,Return to Owner
4199,Adoption
4200,Adoption
4201,Adoption
4202,Adoption
4203,Adoption
4204,Adoption
4205,Return to Owner
4206,Adoption
4207,Adoption
4208,Adoption
4209,Adoption
4210,Adoption
4211,Transfer
4212,Transfer
4213,Return to Owner
4214,Transfer
4215,Return to Owner
4216,Adoption
4217,Return to Owner
4218,Adoption
4219,Adoption
4220,Adoption
4221,Return to Owner
4222,Adoption
4223,Adoption
4224,Adoption
4225,Transfer
4226,Adoption
4227,Adoption
4228,Adoption
4229,Return to Owner
4230,Adoption
4231,Transfer
4232,Adoption
4233,Adoption
4234,Adoption
4235,Adoption
4236,Adoption
4237,Transfer
4238,Adoption
4239,Transfer
4240,Adoption
4241,Adoption
4242,Transfer
4243,Adoption
4244,Return to Owner
4245,Adoption
4246,Adoption
4247,Adoption
4248,Adoption
4249,Adoption
4250,Adoption
4251,Transfer
4252,Transfer
4253,Transfer
4254,Return to Owner
4255,Transfer
4256,Adoption
4257,Adoption
4258,Transfer
4259,Euthanasia
4260,Adoption
4261,Adoption
4262,Adoption
4263,Adoption
4264,Return to Owner
4265,Adoption
4266,Return to Owner
4267,Transfer
4268,Adoption
4269,Return to Owner
4270,Adoption
4271,Return to Owner
4272,Adoption
4273,Transfer
4274,Adoption
4275,Return to Owner
4276,Transfer
4277,Adoption
4278,Return to Owner
4279,Transfer
4280,Adoption
4281,Adoption
4282,Transfer
4283,Transfer
4284,Transfer
4285,Adoption
4286,Return to Owner
4287,Adoption
4288,Adoption
4289,Adoption
4290,Adoption
4291,Adoption
4292,Transfer
4293,Return to Owner
4294,Adoption
4295,Return to Owner
4296,Transfer
4297,Return to Owner
4298,Adoption
4299,Adoption
4300,Transfer
4301,Return to Owner
4302,Adoption
4303,Adoption
4304,Return to Owner
4305,Adoption
4306,Adoption
4307,Euthanasia
4308,Adoption
4309,Transfer
4310,Transfer
4311,Adoption
4312,Adoption
4313,Adoption
4314,Return to Owner
4315,Transfer
4316,Return to Owner
4317,Adoption
4318,Adoption
4319,Transfer
4320,Adoption
4321,Transfer
4322,Adoption
4323,Euthanasia
4324,Transfer
4325,Return to Owner
4326,Return to Owner
4327,Adoption
4328,Adoption
4329,Adoption
4330,Adoption
4331,Adoption
4332,Adoption
4333,Adoption
4334,Transfer
4335,Transfer
4336,Adoption
4337,Adoption
4338,Adoption
4339,Adoption
4340,Adoption
4341,Adoption
4342,Adoption
4343,Adoption
4344,Adoption
4345,Transfer
4346,Adoption
4347,Transfer
4348,Return to Owner
4349,Return to Owner
4350,Return to Owner
4351,Adoption
4352,Adoption
4353,Return to Owner
4354,Adoption
4355,Transfer
4356,Transfer
4357,Adoption
4358,Adoption
4359,Return to Owner
4360,Adoption
4361,Adoption
4362,Adoption
4363,Adoption
4364,Transfer
4365,Adoption
4366,Adoption
4367,Adoption
4368,Adoption
4369,Transfer
4370,Adoption
4371,Adoption
4372,Return to Owner
4373,Adoption
4374,Adoption
4375,Adoption
4376,Transfer
4377,Adoption
4378,Transfer
4379,Return to Owner
4380,Adoption
4381,Adoption
4382,Adoption
4383,Return to Owner
4384,Adoption
4385,Transfer
4386,Adoption
4387,Adoption
4388,Adoption
4389,Adoption
4390,Transfer
4391,Adoption
4392,Adoption
4393,Transfer
4394,Transfer
4395,Adoption
4396,Adoption
4397,Adoption
4398,Return to Owner
4399,Transfer
4400,Transfer
4401,Adoption
4402,Adoption
4403,Adoption
4404,Return to Owner
4405,Return to Owner
4406,Transfer
4407,Adoption
4408,Adoption
4409,Adoption
4410,Return to Owner
4411,Return to Owner
4412,Adoption
4413,Adoption
4414,Adoption
4415,Adoption
4416,Transfer
4417,Adoption
4418,Adoption
4419,Adoption
4420,Adoption
4421,Adoption
4422,Transfer
4423,Adoption
4424,Adoption
4425,Adoption
4426,Adoption
4427,Adoption
4428,Adoption
4429,Return to Owner
4430,Transfer
4431,Transfer
4432,Transfer
4433,Return to Owner
4434,Adoption
4435,Return to Owner
4436,Adoption
4437,Transfer
4438,Adoption
4439,Adoption
4440,Return to Owner
4441,Adoption
4442,Transfer
4443,Adoption
4444,Euthanasia
4445,Euthanasia
4446,Adoption
4447,Transfer
4448,Adoption
4449,Adoption
4450,Transfer
4451,Adoption
4452,Transfer
4453,Return to Owner
4454,Adoption
4455,Adoption
4456,Adoption
4457,Adoption
4458,Adoption
4459,Return to Owner
4460,Adoption
4461,Return to Owner
4462,Adoption
4463,Adoption
4464,Adoption
4465,Adoption
4466,Return to Owner
4467,Adoption
4468,Adoption
4469,Return to Owner
4470,Adoption
4471,Return to Owner
4472,Adoption
4473,Transfer
4474,Return to Owner
4475,Return to Owner
4476,Adoption
4477,Adoption
4478,Return to Owner
4479,Adoption
4480,Transfer
4481,Adoption
4482,Adoption
4483,Adoption
4484,Return to Owner
4485,Adoption
4486,Adoption
4487,Transfer
4488,Transfer
4489,Adoption
4490,Return to Owner
4491,Adoption
4492,Adoption
4493,Adoption
4494,Return to Owner
4495,Adoption
4496,Adoption
4497,Transfer
4498,Adoption
4499,Adoption
4500,Transfer
4501,Adoption
4502,Adoption
4503,Adoption
4504,Adoption
4505,Return to Owner
4506,Adoption
4507,Adoption
4508,Return to Owner
4509,Adoption
4510,Adoption
4511,Adoption
4512,Adoption
4513,Transfer
4514,Transfer
4515,Adoption
4516,Return to Owner
4517,Transfer
4518,Transfer
4519,Return to Owner
4520,Transfer
4521,Adoption
4522,Adoption
4523,Transfer
4524,Adoption
4525,Return to Owner
4526,Adoption
4527,Adoption
4528,Adoption
4529,Return to Owner
4530,Adoption
4531,Transfer
4532,Adoption
4533,Return to Owner
4534,Adoption
4535,Adoption
4536,Adoption
4537,Adoption
4538,Return to Owner
4539,Return to Owner
4540,Transfer
4541,Adoption
4542,Transfer
4543,Return to Owner
4544,Adoption
4545,Adoption
4546,Adoption
4547,Adoption
4548,Adoption
4549,Adoption
4550,Adoption
4551,Return to Owner
4552,Euthanasia
4553,Adoption
4554,Transfer
4555,Adoption
4556,Transfer
4557,Transfer
4558,Transfer
4559,Adoption
4560,Return to Owner
4561,Adoption
4562,Adoption
4563,Transfer
4564,Adoption
4565,Return to Owner
4566,Adoption
4567,Adoption
4568,Transfer
4569,Adoption
4570,Adoption
4571,Adoption
4572,Adoption
4573,Adoption
4574,Transfer
4575,Adoption
4576,Adoption
4577,Adoption
4578,Transfer
4579,Transfer
4580,Adoption
4581,Transfer
4582,Return to Owner
4583,Adoption
4584,Adoption
4585,Adoption
4586,Return to Owner
4587,Adoption
4588,Adoption
4589,Adoption
4590,Transfer
4591,Adoption
4592,Adoption
4593,Transfer
4594,Return to Owner
4595,Adoption
4596,Adoption
4597,Adoption
4598,Adoption
4599,Adoption
4600,Adoption
4601,Adoption
4602,Transfer
4603,Adoption
4604,Adoption
4605,Adoption
4606,Adoption
4607,Adoption
4608,Adoption
4609,Adoption
4610,Adoption
4611,Adoption
4612,Adoption
4613,Adoption
4614,Transfer
4615,Adoption
4616,Return to Owner
4617,Adoption
4618,Adoption
4619,Adoption
4620,Adoption
4621,Adoption
4622,Transfer
4623,Return to Owner
4624,Adoption
4625,Adoption
4626,Adoption
4627,Adoption
4628,Adoption
4629,Transfer
4630,Adoption
4631,Adoption
4632,Return to Owner
4633,Return to Owner
4634,Adoption
4635,Adoption
4636,Adoption
4637,Adoption
4638,Adoption
4639,Adoption
4640,Adoption
4641,Return to Owner
4642,Transfer
4643,Adoption
4644,Transfer
4645,Transfer
4646,Return to Owner
4647,Adoption
4648,Adoption
4649,Return to Owner
4650,Return to Owner
4651,Transfer
4652,Adoption
4653,Adoption
4654,Transfer
4655,Adoption
4656,Adoption
4657,Return to Owner
4658,Adoption
4659,Adoption
4660,Return to Owner
4661,Adoption
4662,Return to Owner
4663,Transfer
4664,Adoption
4665,Adoption
4666,Adoption
4667,Adoption
4668,Return to Owner
4669,Euthanasia
4670,Adoption
4671,Adoption
4672,Adoption
4673,Adoption
4674,Transfer
4675,Return to Owner
4676,Adoption
4677,Adoption
4678,Adoption
4679,Return to Owner
4680,Adoption
4681,Adoption
4682,Return to Owner
4683,Transfer
4684,Adoption
4685,Return to Owner
4686,Adoption
4687,Return to Owner
4688,Return to Owner
4689,Adoption
4690,Adoption
4691,Adoption
4692,Return to Owner
4693,Adoption
4694,Transfer
4695,Adoption
4696,Return to Owner
4697,Adoption
4698,Transfer
4699,Adoption
4700,Adoption
4701,Adoption
4702,Adoption
4703,Return to Owner
4704,Transfer
4705,Adoption
4706,Adoption
4707,Adoption
4708,Adoption
4709,Return to Owner
4710,Transfer
4711,Adoption
4712,Return to Owner
4713,Adoption
4714,Transfer
4715,Adoption
4716,Adoption
4717,Transfer
4718,Transfer
4719,Transfer
4720,Adoption
4721,Return to Owner
4722,Adoption
4723,Euthanasia
4724,Adoption
4725,Adoption
4726,Transfer
4727,Adoption
4728,Adoption
4729,Adoption
4730,Adoption
4731,Transfer
4732,Adoption
4733,Transfer
4734,Adoption
4735,Adoption
4736,Adoption
4737,Return to Owner
4738,Adoption
4739,Transfer
4740,Adoption
4741,Transfer
4742,Return to Owner
4743,Adoption
4744,Adoption
4745,Adoption
4746,Transfer
4747,Adoption
4748,Transfer
4749,Adoption
4750,Return to Owner
4751,Adoption
4752,Transfer
4753,Adoption
4754,Adoption
4755,Return to Owner
4756,Transfer
4757,Adoption
4758,Return to Owner
4759,Adoption
4760,Return to Owner
4761,Adoption
4762,Transfer
4763,Transfer
4764,Adoption
4765,Adoption
4766,Transfer
4767,Adoption
4768,Transfer
4769,Transfer
4770,Return to Owner
4771,Adoption
4772,Adoption
4773,Transfer
4774,Transfer
4775,Return to Owner
4776,Adoption
4777,Transfer
4778,Return to Owner
4779,Adoption
4780,Adoption
4781,Transfer
4782,Adoption
4783,Adoption
4784,Return to Owner
4785,Adoption
4786,Adoption
4787,Adoption
4788,Transfer
4789,Return to Owner
4790,Transfer
4791,Transfer
4792,Transfer
4793,Transfer
4794,Adoption
4795,Adoption
4796,Adoption
4797,Transfer
4798,Adoption
4799,Adoption
4800,Return to Owner
4801,Return to Owner
4802,Adoption
4803,Return to Owner
4804,Adoption
4805,Adoption
4806,Adoption
4807,Return to Owner
4808,Adoption
4809,Adoption
4810,Return to Owner
4811,Adoption
4812,Adoption
4813,Adoption
4814,Adoption
4815,Adoption
4816,Transfer
4817,Adoption
4818,Adoption
4819,Adoption
4820,Adoption
4821,Adoption
4822,Adoption
4823,Return to Owner
4824,Adoption
4825,Adoption
4826,Adoption
4827,Return to Owner
4828,Adoption
4829,Adoption
4830,Adoption
4831,Adoption
4832,Transfer
4833,Adoption
4834,Return to Owner
4835,Adoption
4836,Return to Owner
4837,Adoption
4838,Transfer
4839,Transfer
4840,Adoption
4841,Adoption
4842,Transfer
4843,Adoption
4844,Transfer
4845,Adoption
4846,Adoption
4847,Adoption
4848,Adoption
4849,Adoption
4850,Adoption
4851,Adoption
4852,Transfer
4853,Adoption
4854,Euthanasia
